	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	chr
FBgn0000416	10420.5699553508	-0.48520363640467	0.0574203771139295	-8.45002524873641	2.91239831662232e-17	3.99275940645508e-15	Sap-r	3R
FBgn0001942	10022.5094168685	-0.652799940954228	0.0774898969870619	-8.42432325162624	3.62841273014046e-17	4.82132319234203e-15	eIF4A	2L
FBgn0024196	104.916359340914	1.75061740690673	0.207772415213513	8.4256488288291	3.58756654409008e-17	4.82132319234203e-15	robl	2R
FBgn0029771	518.700600937642	0.875448609722983	0.103975242328053	8.41977946019925	3.77193678408879e-17	4.93609363699619e-15	CG12730	X
FBgn0082988	156.95827867789	3.78161420433337	0.450209224445464	8.39968174572899	4.47690312958631e-17	5.77119587018462e-15	snoRNA:Psi28S-2442b	3R
FBgn0267978	29768.3988554959	0.616690329324656	0.073548313590425	8.38483303313892	5.07978067725792e-17	6.45206848668774e-15	ap	2R
FBgn0260798	799.342171608426	0.837234887816576	0.099909251980256	8.37995352004066	5.29486085118774e-17	6.62778451763892e-15	Gprk1	2R
FBgn0083058	690.291283491871	4.29670509371573	0.514775730899121	8.34675147993281	7.01661462573647e-17	8.65750007464085e-15	snoRNA:Psi18S-1086	3L
FBgn0033010	1112.87289638325	0.77309058816871	0.0926453392633191	8.34462471955995	7.14403773363377e-17	8.69057097259082e-15	Atf6	2R
FBgn0010411	5043.43558660384	-1.00305924025515	0.120624622572313	-8.31554303644621	9.1333093263972e-17	1.0956165646124e-14	RpS18	2R
FBgn0013750	1395.17175290013	0.709783127452927	0.0853942639519237	8.31183611878813	9.42325041034863e-17	1.11491251772851e-14	Arf51F	2R
FBgn0083015	1048.05495977539	4.3948156678895	0.530911006502775	8.27787635603771	1.25391322706302e-16	1.46352007326261e-14	snoRNA:Psi18S-920	3L
FBgn0021906	368.136862711678	-1.03679350614663	0.125360068389407	-8.27052441393084	1.33371059887526e-16	1.53590112566475e-14	RFeSP	2L
FBgn0032731	2709.12543816446	0.773439243993949	0.0935668363224864	8.26616859555048	1.38332886026697e-16	1.57208044291129e-14	Swip-1	2L
FBgn0028833	857.049995269915	0.771017644591759	0.0936032084879134	8.23708564104741	1.76456177230379e-16	1.97928831524517e-14	Dak1	3R
FBgn0030850	1506.80277456724	0.742576794590296	0.0903203687782987	8.22158727466041	2.00827278952715e-16	2.22377590809564e-14	stas	X
FBgn0015614	1124.06209323608	0.846447887344134	0.103049625616604	8.21398313947636	2.13969639975483e-16	2.32731441079087e-14	CanB2	2R
FBgn0024811	579.898499109156	1.05438442148051	0.12842469556843	8.21013759708461	2.20935164341989e-16	2.32731441079087e-14	Crk	4
FBgn0266599	17334.6519819116	-0.747123990102512	0.0909915781575519	-8.21091363872013	2.19511730513665e-16	2.32731441079087e-14	Hsc70-4	3R
FBgn0267365	234.53238967132	1.12954174609334	0.137579096309073	8.21012622117975	2.20956097817357e-16	2.32731441079087e-14	l(2)SH0834	2L
FBgn0015756	5249.05091399183	0.983725637847194	0.11995528509294	8.20076945409292	2.38853216224394e-16	2.48551232353023e-14	RpL9	2L
FBgn0036921	3356.49621768143	0.692383107213304	0.0851448066930358	8.13183016210824	4.22856999032045e-16	4.3478760721902e-14	RhoGDI	3L
FBgn0027525	749.194682121243	-0.707410808171547	0.0871490255100002	-8.11725437010622	4.7684862670632e-16	4.84534304572057e-14	LTV1	2R
FBgn0027509	684.378634588532	-0.861976721715317	0.106291305358136	-8.10956944042588	5.07994427049178e-16	5.10179984467878e-14	TBCD	2L
FBgn0086600	120.847902619627	4.3920946153949	0.542417952112752	8.09725157194265	5.62147452260092e-16	5.58076729329933e-14	snoRNA:Psi18S-1347c	2R
FBgn0001297	8741.25226450821	0.614096311247826	0.0761237773045079	8.06707618818411	7.20016214528478e-16	7.06679550554825e-14	kay	3R
FBgn0015776	3356.27937493422	0.630544929874769	0.0784806757256595	8.03439730920423	9.40400030535418e-16	9.12610681318473e-14	nrv1	2L
FBgn0038100	1059.78275215677	0.855655269035109	0.106640404709922	8.02374363978287	1.02570248279248e-15	9.84332482653184e-14	Paip2	3R
FBgn0035726	498.84773554577	-0.771618950612656	0.0964506503151066	-8.000142540167	1.24275263262344e-15	1.17952247120534e-13	CG9953	3L
FBgn0028894	347.651458232956	0.996709619073756	0.124630097243322	7.99734286596778	1.27132860530973e-15	1.19352882218045e-13	GMF	2L
FBgn0082966	151.381472614988	3.896200987152	0.48832670547155	7.97867686427197	1.47910233591002e-15	1.37365665325321e-13	snoRNA:Psi28S-3327b	3L
FBgn0083046	740.440809016463	2.69545221045347	0.337947165480325	7.97595744477518	1.51204037813242e-15	1.38930773892869e-13	snoRNA:Psi18S-1389a	2R
FBgn0001248	1501.12941231851	-0.599844637003805	0.0753713476249563	-7.95852344300117	1.74104413606225e-15	1.58288402138628e-13	Idh	3L
FBgn0267385	2456.50717026019	-0.843111364064633	0.106278898803673	-7.93300809055333	2.13900490894682e-15	1.92443597901809e-13	PyK	3R
FBgn0083010	45.633743778451	3.03552818120232	0.382870019985202	7.92835171925878	2.22073608608919e-15	1.97737088407756e-13	snoRNA:Psi28S-1135c	X
FBgn0003076	769.170635323791	-1.09009488973182	0.137705038161244	-7.91615836492042	2.44961571377457e-15	2.15891131835418e-13	Pgm	3L
FBgn0061515	873.898224068468	0.953782554232167	0.120643909598067	7.90576629528794	2.66290355561782e-15	2.3231816171587e-13	endos	3L
FBgn0038972	250.145871655787	-0.911028327256872	0.115339446808393	-7.89867085777089	2.81893174493228e-15	2.43471134809801e-13	CG7054	3R
FBgn0015040	735.408890031279	-0.92375419824108	0.117296280510353	-7.87539207741156	3.39675968154111e-15	2.90473399697729e-13	Cyp9c1	2R
FBgn0039182	541.552650234361	-0.757241376796811	0.0964955269183482	-7.84742465251853	4.24667391858692e-15	3.59593359165051e-13	CG5728	3R
FBgn0065058	89.8909554108817	2.33530773799233	0.297935122781173	7.83830961651191	4.56651921281633e-15	3.82922586806744e-13	snoRNA:684	3L
FBgn0032398	388.950207276922	-0.883489265878401	0.112767962242871	-7.83457684528881	4.70424294961131e-15	3.90678330344162e-13	CG6766	2L
FBgn0010213	214.39529439747	-1.37140318099928	0.175307582983518	-7.82284004867157	5.16447093933326e-15	4.24814623838298e-13	Sod2	2R
FBgn0004921	2279.25751296841	0.705842597422226	0.0905913132825532	7.79150419445528	6.62161149090707e-15	5.3953640044306e-13	Ggamma1	2R
FBgn0010660	1065.89882947828	-0.793465767896297	0.102047392190289	-7.77546344757848	7.51716834690376e-15	6.0678301880568e-13	Nup214	2R
FBgn0039920	1562.4459252618	0.770200290718787	0.0991323403985415	7.7694149822586	7.88494451016435e-15	6.30576534576754e-13	CG11360	4
FBgn0028490	832.534056465612	-0.763489368219896	0.0984111875783951	-7.75815623210211	8.61729575256052e-15	6.76614394680593e-13	CG31705	2L
FBgn0038146	372.593873281043	-0.853087019519302	0.109954513567938	-7.75854480036607	8.59093970822384e-15	6.76614394680593e-13	CG9799	3R
FBgn0037637	462.014318971748	0.817785576020123	0.105492249599949	7.75209154342008	9.03911868312406e-15	6.9855009365455e-13	IscU	3R
FBgn0020496	7555.77716767146	0.555883797521624	0.0717100949225901	7.75182069026253	9.05842427802588e-15	6.9855009365455e-13	CtBP	3R
FBgn0263477	89.7525957554835	4.15037018898591	0.536109324759282	7.74164894604187	9.8135641248358e-15	7.5008631279829e-13	scaRNA:PsiU1-6	3R
FBgn0039776	2584.43003335509	-0.60423289777642	0.0783485450878895	-7.71211382545274	1.23750681528009e-14	9.32561947992804e-13	PH4alphaEFB	3R
FBgn0083036	38.0952573221146	4.0305031908807	0.522648943320397	7.71168342037555	1.24168836423726e-14	9.32561947992804e-13	snoRNA:Psi18S-525c	2L
FBgn0083020	40.9843249430846	3.50620866953287	0.455304701915026	7.7007960927828	1.35221120559229e-14	1.00681449850867e-12	snoRNA:Psi18S-640g	2L
FBgn0039566	273.585548461175	-0.912548042588423	0.118752124272921	-7.68447763082677	1.53622514554225e-14	1.13404928051696e-12	CG4849	3R
FBgn0031453	3178.39595987993	0.83446051638254	0.108649139713643	7.68032327344564	1.58687625184241e-14	1.16151272772567e-12	Bacc	2L
FBgn0052109	220.526566415221	1.2257566608466	0.159864913431937	7.6674526919784	1.75445699522949e-14	1.27338193847035e-12	CG32109	3L
FBgn0026250	1845.76093896646	0.757355732642905	0.0990803890436142	7.64385101787927	2.10819326717889e-14	1.50483183872926e-12	eIF1A	3R
FBgn0034051	1357.66089729599	0.668876721524762	0.0874963350609282	7.64462558413433	2.09554197059673e-14	1.50483183872926e-12	Mlf	2R
FBgn0020910	12117.4783378053	-0.902369822057606	0.118352328543954	-7.62443657137239	2.45102545278442e-14	1.73520547833599e-12	RpL3	3R
FBgn0033912	7043.91378992527	-0.587097028463853	0.0771655044667864	-7.60828342302293	2.77760214985413e-14	1.95041868034879e-12	RpS23	2R
FBgn0015268	1807.29155206688	-0.739795354624257	0.0973581382827106	-7.59870071134705	2.99118655953283e-14	2.08345792860364e-12	Nap1	2R
FBgn0004638	1118.9246664484	0.687302312416776	0.0906345703126889	7.58322470162969	3.3707032596409e-14	2.32902112428148e-12	drk	2R
FBgn0052115	925.816180297324	0.738719452322041	0.0975127028674452	7.57562277118116	3.57408933021427e-14	2.44995313849688e-12	CG32115	3L
FBgn0027086	1906.7544519808	-0.529893098514548	0.0700680592581847	-7.56254852959482	3.95247578813762e-14	2.68799475449958e-12	IleRS	3L
FBgn0086378	307.276686335507	0.979736783070071	0.129756780377976	7.55056329400391	4.33379719477601e-14	2.92429737275628e-12	Alg-2	3R
FBgn0033000	307.435684945423	0.970971140472546	0.129000332587842	7.52688865985183	5.19636432042369e-14	3.47914718104647e-12	CG14464	2R
FBgn0039120	2306.42906552733	-0.549092501804324	0.0730531597088025	-7.51634157910573	5.63302640655294e-14	3.74249608256905e-12	Nup98-96	3R
FBgn0003525	3669.76093264187	0.506216270731185	0.0674420551311231	7.50594372824171	6.09876137475019e-14	3.9905304540695e-12	stg	3R
FBgn0036929	705.225372580085	0.725283906739747	0.0966167425084457	7.50681391143307	6.05837515314966e-14	3.9905304540695e-12	CG7668	3L
FBgn0263930	1712.32359921726	0.670176869426646	0.089506467691763	7.48746863449646	7.02146366261925e-14	4.55972794391296e-12	dally	3L
FBgn0045063	1801.24307548255	0.598583613494138	0.0800309074769107	7.47940554924773	7.46595468280296e-14	4.80951227690902e-12	fdl	2R
FBgn0267033	1665.08657973798	0.713142552438761	0.095359014611702	7.47850169533157	7.51747316640868e-14	4.80951227690902e-12	mamo	X
FBgn0262743	3909.77599503779	0.508128668251482	0.0680169427978738	7.47061904504426	7.98184231536952e-14	5.06905677042989e-12	Fs(2)Ket	2L
FBgn0082983	350.888486788729	3.40836505145319	0.456746693498204	7.46226540875131	8.50473502274366e-14	5.36170776579832e-12	snoRNA:Psi28S-2626	3R
FBgn0285913	1287.15458375927	0.606558743236576	0.0814060137990952	7.45103113307482	9.26135020618006e-14	5.79639722686791e-12	red	3R
FBgn0025352	411.344127212785	-0.817954492237814	0.109838264414549	-7.44689928047942	9.555951606911e-14	5.93775208840937e-12	Thiolase	2R
FBgn0052066	1622.33517596137	0.729869638841014	0.0980426219124123	7.44441167121227	9.73774000605868e-14	6.00749003088063e-12	CG32066	3L
FBgn0267508	844.425177232248	-1.16670762213325	0.156934582290388	-7.43435643760402	1.05078278431987e-13	6.43660348097215e-12	28SrRNA-Psi:CR45848	rDNA
FBgn0013686	148869.572379922	0.805444788061678	0.108428736204977	7.42833326526135	1.0997459237684e-13	6.68908841097724e-12	mt:lrRNA	mitochondrion_genome
FBgn0030529	2502.35258924024	0.603898402176986	0.0814295554851053	7.41620654293572	1.20522498617043e-13	7.27939035353426e-12	Clic	X
FBgn0035558	5341.54371519701	0.592315191303895	0.0799023383757947	7.41298944867086	1.2348371424748e-13	7.40645027746862e-12	CG11357	3L
FBgn0039969	353.448663856226	0.971138300513851	0.131094287758678	7.40793757773452	1.2827865336965e-13	7.64098433899079e-12	Fis1	2R
FBgn0033663	6006.16644891997	-0.473835653281945	0.0641682551529973	-7.38426893722093	1.53293317431224e-13	9.06845467570877e-12	ERp60	2R
FBgn0082958	116.444708744897	1.69083793213818	0.229037197566041	7.38237260194666	1.5549329729809e-13	9.13602454941227e-12	snoRNA:Psi28S-3405c	3R
FBgn0260745	1522.4146570805	-0.62514452774155	0.0848101909941859	-7.37110151991529	1.69223912003354e-13	9.87558735116873e-12	mfas	3R
FBgn0004179	914.622749240189	0.701483536214595	0.0953274674101147	7.35867169529109	1.85749234574687e-13	1.07672224095408e-11	Csp	3L
FBgn0015795	903.496065723508	0.769551498308804	0.104627683615266	7.35514226940718	1.90723871467208e-13	1.09818805190818e-11	Rab7	3R
FBgn0036258	1802.84394241909	-0.535885216223382	0.0729401655499087	-7.34691527203496	2.02833349408238e-13	1.16017989327083e-11	eIF3l	3L
FBgn0004587	2674.3114900838	0.431186358265738	0.0588223582523113	7.33031403494938	2.29614045630243e-13	1.30472138954501e-11	B52	3R
FBgn0083003	345.111921003567	3.0248001631975	0.413073191012447	7.322673630268	2.43078490790343e-13	1.37220191173607e-11	snoRNA:Psi28S-1175c	2R
FBgn0032482	3520.90340663261	0.720930123098379	0.0985001519407636	7.31907625413548	2.4968369523888e-13	1.40033641284299e-11	Pect	2L
FBgn0016126	1111.22987742145	0.594376646699277	0.0812561185206523	7.31485403832338	2.57661309297312e-13	1.43575530864573e-11	CaMKI	4
FBgn0003279	7787.91887754735	-0.974243453833492	0.133218460192689	-7.31312651733349	2.60997056909279e-13	1.44502024392656e-11	RpL4	3R
FBgn0031590	856.974223847051	-0.629448230202857	0.0861673796359316	-7.30494803094115	2.77373927612875e-13	1.52590994445376e-11	CG3702	2L
FBgn0026192	1252.89883833141	0.615990407983948	0.0844036552200564	7.29814847920914	2.91754580652884e-13	1.5848329013201e-11	par-6	X
FBgn0031307	2007.68678749445	-0.804933854020535	0.110282664166449	-7.29882488879353	2.90291827576149e-13	1.5848329013201e-11	MFS3	2L
FBgn0039924	605.526278018595	0.712450930039637	0.0977705959379486	7.28696519853273	3.17014752245588e-13	1.71128525946572e-11	PIP4K	4
FBgn0261065	193.113680247481	-1.0710383648998	0.147072750495583	-7.28237121622314	3.28003011427675e-13	1.75960373273344e-11	Cpsf73	3R
FBgn0083028	40.3393235036069	2.33297632259957	0.320946846549801	7.26904267070766	3.62044036449434e-13	1.93023107581096e-11	snoRNA:Psi18S-525k	2L
FBgn0051324	1992.32434998708	0.645517156252009	0.0888337098507157	7.26657883968591	3.68706063155424e-13	1.95368973464625e-11	CG31324	3R
FBgn0003256	1123.69587278356	0.716164251370218	0.0989140451453078	7.24026856164006	4.47797126359496e-13	2.34401441234362e-11	rl	2R
FBgn0000163	1333.30492463878	0.541582224735667	0.0747988876941679	7.24051174330356	4.46994881509564e-13	2.34401441234362e-11	baz	X
FBgn0040765	1825.9934057479	0.805921154724991	0.111459975355615	7.23058795010213	4.80907423340422e-13	2.50216711770556e-11	luna	2R
FBgn0261596	2513.37359923816	-0.840246634346926	0.116260525747575	-7.22727365065655	4.92786507708358e-13	2.54862099824975e-11	RpS24	2R
FBgn0016983	858.876911143739	-0.711227025605975	0.0987644895366712	-7.20124235889354	5.96663829820682e-13	3.06749136795311e-11	smid	3L
FBgn0065047	85.3904365091713	1.96615542664794	0.273762938730209	7.1819634745577	6.87172826014878e-13	3.51190041318965e-11	snoRNA:U3:54Ab	2R
FBgn0040227	1684.39630282323	-0.639669635771718	0.0890843812720365	-7.18049142439866	6.94612868682931e-13	3.5290419687144e-11	eIF3d1	3R
FBgn0022361	389.724786748731	0.949464826296101	0.132282430004508	7.17755809493176	7.09675060441525e-13	3.58448157721255e-11	Pur-alpha	4
FBgn0030703	1530.30848261426	0.781592680432932	0.108965763376975	7.17282801689697	7.34641208523594e-13	3.68900937094086e-11	MSBP	X
FBgn0011837	2021.20460449054	0.748759890407603	0.104480816231006	7.16648201476626	7.69495032045502e-13	3.84169282761676e-11	Tis11	X
FBgn0039175	265.825762833442	-0.9475046077301	0.132359194711877	-7.15858546731605	8.15137622763113e-13	4.04617451023276e-11	beta-PheRS	3R
FBgn0082994	63.8160147703627	3.47991987747852	0.486454378212581	7.15364077976864	8.45060316279665e-13	4.17073482954713e-11	snoRNA:Psi28S-1837c	3L
FBgn0038826	2470.00549493092	0.800618311439824	0.112162440421737	7.13802506819089	9.46813675431001e-13	4.64638051971452e-11	Syp	3R
FBgn0053494	448.708782022735	0.900938899578526	0.126286470332036	7.13408884744146	9.74303848616267e-13	4.75427250875633e-11	CG33494	3R
FBgn0028479	1606.27655479182	-0.721695056975356	0.101332148380681	-7.12207397660337	1.06314963703526e-12	5.15866483992894e-11	Mtpalpha	2L
FBgn0052369	3843.4429458937	0.506756346116533	0.0714855898076583	7.08893005541438	1.35152807669849e-12	6.52131173097477e-11	CG32369	3L
FBgn0086451	684.939634230834	-0.953297659279181	0.134643263446677	-7.08017345150521	1.43974142502756e-12	6.90835927109055e-11	l(2)k09022	2L
FBgn0028554	627.432277694304	0.6303128487087	0.0891833864997047	7.06760388282392	1.57631737155101e-12	7.48207378686293e-11	x16	2L
FBgn0025741	5994.11649472175	0.611498412719351	0.0865216589844023	7.06757614101677	1.57663242932622e-12	7.48207378686293e-11	PlexA	4
FBgn0033688	2627.56321980928	-0.871981277194753	0.123393499628439	-7.06667109548278	1.58694479053644e-12	7.48985910156462e-11	Prp8	2R
FBgn0017579	4012.09749186884	-0.870928066173098	0.12338249259779	-7.05876537129305	1.67988438064893e-12	7.88541380199173e-11	RpL14	3L
FBgn0030891	527.128351007377	0.647868950334333	0.0918289751023946	7.05516912948143	1.7239091331683e-12	8.04832604495925e-11	Ada3	X
FBgn0013678	28848.1467945198	0.959997488035084	0.136112130170692	7.05298996372472	1.7511348611911e-12	8.13147946027286e-11	mt:Cyt-b	mitochondrion_genome
FBgn0263102	2534.48995285759	0.609024460692563	0.0864053494217126	7.04845781851005	1.80911573207957e-12	8.35579282244453e-11	psq	2R
FBgn0046706	436.355283253265	0.793080230751626	0.112643784295223	7.04060357802857	1.91408860259666e-12	8.79360811735495e-11	Haspin	2R
FBgn0003943	912.295896073603	-0.852741206269979	0.121564655798038	-7.01471328711432	2.30420974434194e-12	1.05298727840642e-10	Ubi-p63E	3L
FBgn0025885	2719.99698020363	-0.746685710920038	0.106554119653132	-7.00757242752076	2.42488500648998e-12	1.10230167373968e-10	Inos	2R
FBgn0058178	764.739299158927	0.724641739101997	0.103446025714334	7.00502251389625	2.469461209556e-12	1.11668777313797e-10	CG40178	3L
