	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	chr
FBgn0004191	3025.13268477562	-5.26123849003192	0.275339591374714	-19.1081800614421	2.15866878489003e-81	7.45776891803809e-79	snRNA:U2:34ABa	2L
FBgn0267508	844.425177232248	-2.77672281369979	0.145376157910583	-19.1002627501525	2.51219778867553e-81	8.34532780799637e-79	28SrRNA-Psi:CR45848	rDNA
FBgn0039713	7091.63271534613	-2.22969284268902	0.116879797585219	-19.0768027388422	3.93612813314489e-81	1.25912365503601e-78	RpS8	3R
FBgn0003256	1123.69587278356	1.76529272396333	0.0928870012360207	19.0047337137929	1.55834823109284e-80	4.80694773998174e-78	rl	2R
FBgn0085819	1318.29113775953	-2.62486636871897	0.138780294583668	-18.9138261782294	8.7752602518515e-80	2.61351457914625e-77	28SrRNA-Psi:CR41609	X
FBgn0029785	4701.20281282925	-1.63337237588504	0.0867863833009221	-18.8206065716727	5.11951279979844e-79	1.42636232425352e-76	RpL35	X
FBgn0010409	4744.0483130866	-1.69100624772565	0.089842032306261	-18.821994608951	4.98713339020952e-79	1.42636232425352e-76	RpL18A	2R
FBgn0085478	813.657205401932	1.62009501702453	0.0865097798112315	18.7273048268029	2.96553944991651e-78	8.00417632154029e-76	CG34449	X
FBgn0002626	2507.33805580861	-2.2316827834901	0.119437975864851	-18.684867751069	6.57415725335941e-78	1.72063624840198e-75	RpL32	3R
FBgn0015789	1451.35973268169	1.6360780665423	0.088295793061079	18.5295132397819	1.19361779645332e-76	3.03214026704922e-74	Rab10	X
FBgn0034743	3311.18385730329	-2.77652091503248	0.149990476923872	-18.5113146646084	1.67365687953957e-76	4.1301069910238e-74	RpS16	2R
FBgn0011272	4106.98979944023	-2.03394831595777	0.110349186445643	-18.4319285123109	7.28396136055104e-76	1.7475437297522e-73	RpL13	2L
FBgn0011739	971.29596464323	1.34028356084663	0.0728361448964499	18.4013522784888	1.28127012242327e-75	2.99090001280265e-73	wts	3R
FBgn0037351	4924.16486464768	-1.72109805527367	0.0936955495409229	-18.3690480893327	2.32452957158684e-75	5.28341102889355e-73	RpL13A	3R
FBgn0001092	2409.55414968592	-1.25271906708497	0.0682104440883769	-18.3655022896769	2.48143316846769e-75	5.49542007078345e-73	Gapdh2	X
FBgn0261461	1878.24708255974	1.45944869899428	0.0794927554562594	18.3595183060089	2.77053715748461e-75	5.98228235729865e-73	RhoGAP18B	X
FBgn0002579	2519.21567855803	-1.5338553911794	0.0837612133384822	-18.3122394010821	6.60947926752949e-75	1.39234323008908e-72	RpL36	X
FBgn0037686	2553.06185982227	-1.78661812028462	0.0976416208564051	-18.2977105932323	8.62999025180092e-75	1.77469585249535e-72	RpL34b	3R
FBgn0036213	4522.97982924143	-2.39605154660599	0.131053546277954	-18.2829966426407	1.13041109561078e-74	2.27054898436984e-72	RpL10Ab	3L
FBgn0261597	4733.07721225265	-2.12807117045399	0.116728910347329	-18.230883541377	2.93540281295105e-74	5.76206229442233e-72	RpS26	2L
FBgn0261602	7049.56479338122	-1.14403503393984	0.0628573484606581	-18.2004978249422	5.11409115359694e-74	9.81564562080373e-72	RpL8	3L
FBgn0011661	10025.0654801637	1.7586301476565	0.0967586204080102	18.1754363615432	8.078340596958e-74	1.51679625512883e-71	Moe	X
FBgn0000150	1421.26933099915	-1.77249885291921	0.0975577391011006	-18.1687159752887	9.13102050652034e-74	1.67797072584715e-71	awd	3R
FBgn0014133	1917.81828138795	1.18400388251633	0.0652385900151806	18.148826978646	1.31172209979128e-73	2.36027995331193e-71	bif	X
FBgn0005533	2019.64506856055	-2.40526448184956	0.132881700384421	-18.1007954811779	3.1409862023001e-73	5.53646894474816e-71	RpS17	3L
FBgn0030955	4930.03062575061	1.3528449112551	0.0749203736848078	18.057103091164	6.93687593781956e-73	1.19827594949895e-70	CG6891	X
FBgn0030089	1976.31682128505	1.44847461739404	0.0806111782094243	17.9686570717397	3.42915653320076e-72	5.80737744652058e-70	AP-1gamma	X
FBgn0028341	1192.54816487301	1.35919834060366	0.0757951803341482	17.9325167459401	6.57355904919318e-72	1.07124206618644e-69	Ptpmeg2	X
FBgn0262734	2721.50232253727	2.15452281060418	0.120141375264171	17.9332291299875	6.48985912291191e-72	1.07124206618644e-69	eIF4H1	X
FBgn0019660	22560.7288325865	4.53665324783708	0.253578760678867	17.8905095824737	1.39823822072617e-71	2.23640435415036e-69	roX2	X
FBgn0039902	1248.55349654092	1.3499596300167	0.0755818731825294	17.8608914171333	2.37810788985623e-71	3.73449415357969e-69	Zip102B	4
FBgn0064225	17411.6097589865	-2.02386433922797	0.113419508843195	-17.8440583976255	3.21476189744376e-71	4.95819616218245e-69	RpL5	2L
FBgn0085450	1391.08592080959	1.30591042413369	0.0737956248224504	17.6963123122226	4.47678876333989e-70	6.78351307876607e-68	Snoo	2L
FBgn0267991	258.804312054881	2.48114333259065	0.141049200634099	17.5906231402692	2.90663717679412e-69	4.3283836717191e-67	CR46258	2L
FBgn0261592	4539.68112777321	-1.81986504391198	0.104024396113162	-17.4945984971859	1.57518614311074e-68	2.3059123250928e-66	RpS6	X
FBgn0032518	3186.0559658728	-1.54836423791585	0.0885222007454417	-17.4912533226371	1.67042877028972e-68	2.40458221483205e-66	RpL24	2L
FBgn0261550	3323.52999658995	1.14310008455268	0.0654915116849747	17.454171619235	3.19985938749386e-68	4.53068615242368e-66	CG42668	3R
FBgn0032600	1372.30201677284	1.51574200548713	0.0869627661270166	17.4297814224683	4.9033047839198e-68	6.8306199062444e-66	BuGZ	2L
FBgn0013763	2893.44429773037	-1.02396024373547	0.0590971694873339	-17.3267222883649	2.95708400134522e-67	4.05402135232042e-65	Idgf6	2R
FBgn0020618	3805.1503518215	-1.68582489261526	0.0974077739487767	-17.3068824414545	4.17412409389356e-67	5.63311090608729e-65	Rack1	2L
FBgn0002593	6680.62090521065	-2.0349591018325	0.117789869261695	-17.2761810042544	7.11029156107699e-67	9.44793664815722e-65	RpLP1	2L
FBgn0284243	6905.00533411589	-1.03054775981077	0.0600821020753156	-17.1523253051123	6.03869987560581e-66	7.90246224630416e-64	betaTub56D	2R
FBgn0263039	6552.042266424	1.66112337307	0.0970861427123545	17.1097885513029	1.25454075724126e-65	1.61723410750639e-63	CR43334	3L
FBgn0026533	2234.21980142101	1.43441005514138	0.0843011852346537	17.0153011627141	6.32471641018526e-65	8.03331994628972e-63	Dek	2R
FBgn0039757	6621.90016341643	-1.67432749040378	0.0986754383724911	-16.9680268769959	1.41610782911838e-64	1.77259758262253e-62	RpS7	3R
FBgn0046696	2141.9626084854	-3.38251189368223	0.200854856579102	-16.8405780736006	1.23028736050663e-63	1.51799884752797e-61	RNaseP:RNA	3R
FBgn0083004	856.641286448432	4.03690101011288	0.240611045073787	16.7777044851574	3.55307428295386e-63	4.32223980026374e-61	snoRNA:Psi28S-1175b	2R
FBgn0003942	2983.60201288914	-2.22116570295504	0.132405890581879	-16.7754296519118	3.6917912189273e-63	4.42861121637154e-61	RpS27A	2L
FBgn0037255	596.690152675621	2.19541633172763	0.132116517236787	16.6172737341606	5.2255459328254e-62	6.18260824956342e-60	Fip1	3R
FBgn0005593	5625.41622547145	-1.90099637433397	0.114541779227662	-16.5965326115248	7.38348050916048e-62	8.61771907535393e-60	RpL7	2L
FBgn0011284	5781.0522743427	-2.17172463586691	0.130947740603648	-16.5846667216678	8.99633688938419e-62	1.03601815618148e-59	RpS4	3L
FBgn0031980	954.228371361428	-1.75291582034361	0.106932610534915	-16.3927151088418	2.15595879902194e-60	2.4501337035727e-58	RpL36A	2L
FBgn0285949	1797.68598425701	-2.41185228107739	0.147568865082927	-16.3439102125103	4.80688451112114e-60	5.39182617176017e-58	RpL31	2R
FBgn0033663	6006.16644891997	-0.956568458458477	0.058531249877254	-16.3428674505413	4.88981642582002e-60	5.41453134228302e-58	ERp60	2R
FBgn0261565	1766.79982853409	1.26731321331043	0.0777694079518987	16.2957806505906	1.05744802909192e-59	1.15609856041354e-57	Lmpt	3L
FBgn0002622	5569.94869928923	-2.23436735425687	0.137253161333929	-16.2791686001372	1.38741071574648e-59	1.4978832939878e-57	RpS3	3R
FBgn0038834	2370.90446470311	-2.42127747707723	0.148854842167745	-16.2660309991709	1.71948271343477e-59	1.833478048881e-57	RpS30	3R
FBgn0283535	3952.44817701186	1.09500545509817	0.0674090878398887	16.2441814625803	2.45597593973398e-59	2.58686148676614e-57	Vha26	3R
FBgn0040765	1825.9934057479	1.67094442441462	0.103110130524609	16.2054340918114	4.61616006423825e-59	4.80358728612359e-57	luna	2R
FBgn0003517	5908.72800231019	-2.04510362254765	0.126378009032974	-16.182432673188	6.70904346172783e-59	6.89833433082658e-57	sta	X
FBgn0001297	8741.25226450821	1.12005040890869	0.0692394696569428	16.1764729634434	7.39088007499226e-59	7.51000367149507e-57	kay	3R
FBgn0036518	4550.33104074393	1.09083516782208	0.0675437849930615	16.1500450105681	1.13478856954045e-58	1.13967079943266e-56	RhoGAP71E	3L
FBgn0063491	304.921433121406	-1.84288491619759	0.1144699168418	-16.0992946185547	2.58029384573428e-58	2.53249976654624e-56	GstE9	2R
FBgn0022361	389.724786748731	2.03110863453228	0.126157573951667	16.0997756290908	2.56031318536767e-58	2.53249976654624e-56	Pur-alpha	4
FBgn0019936	2801.57343486973	-2.27665393621776	0.141660712261773	-16.0711738623109	4.06318525738998e-58	3.94311585034576e-56	RpS20	3R
FBgn0265784	1162.35788114784	1.33088302282105	0.0830954229454539	16.0163216654505	9.82956692940386e-58	9.4331077299179e-56	CrebB	X
FBgn0010411	5043.43558660384	-1.75600673836614	0.109921800701729	-15.9750543309515	1.90688174395062e-57	1.80986127719797e-55	RpS18	2R
FBgn0028734	2874.40511851459	1.19742309267472	0.074961669043301	15.9738051187606	1.94546761072246e-57	1.82641345150107e-55	Fmr1	3R
FBgn0029897	4194.63049933686	-1.30303741754228	0.0816071754556449	-15.9671917361055	2.16307819394086e-57	2.00887165172765e-55	RpL17	X
FBgn0013679	10612.3825405454	5.18055790867717	0.328987930278961	15.7469543161793	7.20697161877742e-56	6.62198019908304e-54	mt:ND1	mitochondrion_genome
FBgn0004838	11834.3557982885	2.33706800910024	0.14912153602294	15.6722366965206	2.34190740329259e-55	2.12916360444611e-53	Hrb27C	2L
FBgn0259171	881.281462551288	1.34290582708214	0.0858314600575156	15.6458462454473	3.54623592539137e-55	3.17198370435661e-53	Pde9	X
FBgn0283680	730.935554765896	1.62431107824493	0.103819318156162	15.6455571765718	3.562376048658e-55	3.17198370435661e-53	IP3K2	X
FBgn0000286	435.987995346725	1.93290525425982	0.12372216219516	15.6229508114387	5.07992125755803e-55	4.47706937770701e-53	Cf2	2L
FBgn0052758	946.478716438982	1.43000616488589	0.0917076672247015	15.5930927932351	8.11097400398633e-55	7.0762103507505e-53	CG32758	X
FBgn0086472	4310.29756317934	-1.60638968051882	0.103156640143649	-15.5723342509205	1.12235447012611e-54	9.69377555847921e-53	RpS25	3R
FBgn0017581	12877.2340018389	0.993894191480414	0.064238655208011	15.4719022100025	5.36965867443754e-54	4.59185564070465e-52	Lk6	3R
FBgn0000163	1333.30492463878	1.08968958842112	0.0704426332366538	15.4691773767212	5.60183193294417e-54	4.74343356910184e-52	baz	X
FBgn0025582	1517.87298241724	-1.54391513160658	0.099989788949014	-15.4407279766721	8.71114727667479e-54	7.30467757559613e-52	eIF3e	3L
FBgn0031453	3178.39595987993	1.54064992930122	0.100035292907481	15.4010638098107	1.60998733448982e-53	1.3370635199989e-51	Bacc	2L
FBgn0035422	3779.78358421683	-1.55051790839642	0.100780863482102	-15.385042902235	2.06239758110826e-53	1.69646932457448e-51	RpL28	3L
FBgn0083987	1253.58175173518	-3.97221577203817	0.258942460867505	-15.3401483817313	4.12251584181829e-53	3.3590725779042e-51	snRNA:U11	3L
FBgn0000100	4110.5596184738	-1.83528367959284	0.119897295435953	-15.307131598921	6.85197937304451e-53	5.53089213504536e-51	RpLP0	3L
FBgn0032398	388.950207276922	-1.57914510281481	0.103392702803289	-15.2732742253506	1.15238574935265e-52	9.2158849232952e-51	CG6766	2L
FBgn0030616	2516.75873722773	-1.94773530982621	0.127613044315362	-15.2628230152781	1.35267309636422e-52	1.07183830580714e-50	RpL37a	X
FBgn0024804	655.048100920603	1.33688769524523	0.0876259242721516	15.25675998684	1.4843800865534e-52	1.16550825523288e-50	Dbp80	3L
FBgn0261859	1050.19950401089	1.14036914845174	0.0747998008933928	15.2456174325521	1.76060743728825e-52	1.36994292214943e-50	CG42788	3R
FBgn0082974	115.018818936032	-4.2572695705108	0.279745183695142	-15.2183837958413	2.67047000337808e-52	2.05936155528362e-50	snoRNA:Psi28S-3305c	3R
FBgn0011837	2021.20460449054	1.47012103827275	0.0968084143302695	15.1858807774427	4.38631565408131e-52	3.35262020392038e-50	Tis11	X
FBgn0005640	761.051092279787	1.38318032709886	0.0915557126103174	15.1075262008609	1.44462095671071e-51	1.09449045641319e-49	Eip63E	3L
FBgn0020496	7555.77716767146	0.980246968638283	0.0650159505047842	15.0770228079054	2.2938148641463e-51	1.72275469405492e-49	CtBP	3R
FBgn0065098	16978.0466163007	-3.54060540673883	0.234858824511815	-15.0754625213613	2.34865346765767e-51	1.74873448277236e-49	RNaseMRP:RNA	3R
FBgn0022023	1229.46022383388	-1.17909240020716	0.0782756262307342	-15.0633403651289	2.82162595448199e-51	2.08293874947529e-49	eIF3h	2L
FBgn0264826	114.223997702703	3.38948218675391	0.225134886821148	15.0553396437692	3.18459644473807e-51	2.33096266891548e-49	CR44034	3R
FBgn0010265	3932.28210860165	-1.24792905950409	0.0829473593487041	-15.0448316776173	3.73281833217364e-51	2.70927327184737e-49	RpS13	2L
FBgn0260960	1298.7365187466	1.2171975013244	0.0810262380730957	15.0222635317999	5.24844065324394e-51	3.77756516017233e-49	Baldspot	3L
FBgn0020235	1826.60643687425	-1.36740511482144	0.0910316988977136	-15.0211973562957	5.33355062570173e-51	3.80709725241205e-49	ATPsyngamma	3R
FBgn0267087	394.737814835715	2.29549854052365	0.15325031539878	14.9787524714088	1.01096906865291e-50	7.15716380816e-49	CR45531	X
FBgn0020910	12117.4783378053	-1.60564802514416	0.107257998648112	-14.9699607057922	1.15389407670534e-50	8.10258791910898e-49	RpL3	3R
FBgn0036844	1073.79366492856	1.18647555131726	0.0793373985461045	14.9548078593449	1.44899319244379e-50	1.00927050025299e-48	Mkp3	3L
FBgn0035692	732.615306265552	1.71849430425125	0.115873184815449	14.8308196325862	9.25954135113459e-50	6.39797269197995e-48	Sf3b6	3L
FBgn0261383	685.303338371099	1.22264059294713	0.0827120841117487	14.7818859369481	1.91721653914958e-49	1.3142062895742e-47	IntS6	X
FBgn0029911	547.99716406966	1.56385797112726	0.10597648700136	14.7566504172496	2.78787011656387e-49	1.89597119659545e-47	CG14435	X
FBgn0051361	870.585245536884	1.36112343780947	0.0923075949183105	14.745519466887	3.28780215388967e-49	2.21849587524571e-47	dpr17	3R
FBgn0263993	1775.61960484635	1.24700133749571	0.0847329105306404	14.7168476768514	5.02546255830897e-49	3.36472248962128e-47	CG43736	X
FBgn0026250	1845.76093896646	1.33407061006556	0.0909525903588125	14.6677582771704	1.03715319336914e-48	6.89068625471481e-47	eIF1A	3R
FBgn0052066	1622.33517596137	1.35397332713705	0.092332097116924	14.6641673850693	1.09350283714421e-48	7.20960611024012e-47	CG32066	3L
FBgn0051635	732.109496364601	1.26300036041528	0.086234160349724	14.6461721815712	1.42521923298308e-48	9.3254685721779e-47	CG31635	2L
FBgn0267515	3301.0802807773	-1.97484405862541	0.134911322852137	-14.6380897976209	1.60514795462134e-48	1.03460170776601e-46	28SrRNA-Psi:CR45855	X
FBgn0267978	29768.3988554959	0.977821699939641	0.0667984875261557	14.6383808399369	1.59829252740375e-48	1.03460170776601e-46	ap	2R
FBgn0001226	1734.29247937694	1.590601018461	0.108924204093515	14.6028243373292	2.69447421848724e-48	1.72386472778328e-46	Hsp27	3L
FBgn0283521	5131.31015916882	1.07685916117858	0.0737720709395715	14.5971117180737	2.92997777250183e-48	1.86075132508076e-46	lola	2R
FBgn0039406	521.745332366409	-2.10314157316322	0.14409506568488	-14.5955141709194	2.99942792730128e-48	1.89095321227016e-46	RpL34a	3R
FBgn0030276	1238.64576546134	1.38291741541082	0.0948188742369627	14.5848326774557	3.50780961528462e-48	2.19543127878357e-46	Dlic	X
FBgn0263413	2276.33447796994	1.40609557311207	0.0967790160482126	14.5289302426013	7.94515079696219e-48	4.93685377218435e-46	CR43459	3R
FBgn0010612	295.162758343254	-2.2097102007805	0.152098617352712	-14.5281412759739	8.03717868378611e-48	4.95836516370433e-46	ATPsynG	2L
FBgn0001224	1077.48475983734	-1.07229584969261	0.0738452214671899	-14.5208563044129	8.93865911269645e-48	5.47540416711768e-46	Hsp23	3L
FBgn0003371	1928.96481606496	1.2802778124226	0.0888012047005149	14.4173473405049	4.02517864498131e-47	2.44827239131715e-45	sgg	X
FBgn0026372	5747.31224789275	-1.69059483282308	0.11746180786122	-14.3927193324021	5.74902432420585e-47	3.47233028588573e-45	RpL23A	3L
FBgn0267821	1096.62199105734	1.33846587268207	0.0931189611984963	14.3737199755584	7.56559160801927e-47	4.53777879989323e-45	da	2L
FBgn0264270	1198.905725781	1.31008991026346	0.0913151501847043	14.3469063743916	1.11396606847479e-46	6.63539650580469e-45	Sxl	X
FBgn0039300	3804.44825404154	-1.49756321208881	0.104438832236088	-14.3391416777192	1.24586756967487e-46	7.37024534197387e-45	RpS27	3R
FBgn0004652	1720.03431138395	1.54025738989376	0.107529189808446	14.32408625637	1.54750063033704e-46	9.09235574436802e-45	fru	3R
FBgn0003279	7787.91887754735	-1.72802030592072	0.120749888932234	-14.3107403344321	1.8750652876148e-46	1.09425262764385e-44	RpL4	3R
FBgn0032587	1223.61570252733	1.57185108038165	0.110266569540644	14.2550102622197	4.17240950237363e-46	2.4185973739598e-44	CG5953	2L
FBgn0261504	69.9115554630791	-4.93901677562944	0.347028607685344	-14.232304387158	5.77470489494835e-46	3.32507507851126e-44	7SLRNA:CR42652	3R
FBgn0030362	478.936486871718	-1.37112350838097	0.0964032662772933	-14.2227910041666	6.61606958426709e-46	3.78430417214006e-44	regucalcin	X
FBgn0283741	1158.11388136804	1.09544568583678	0.0771579188261398	14.1974498859301	9.50072291451752e-46	5.39853577715052e-44	prage	X
FBgn0285948	4500.07191347924	-1.8860683294224	0.134577527998707	-14.01473453607	1.26671046145253e-44	7.15070474219966e-43	RpL27A	2L
FBgn0023170	1425.48387550287	-1.97030837902925	0.141069504467101	-13.9669334380398	2.48080507369484e-44	1.39134502737028e-42	RpL39	2R
FBgn0034968	3053.01850636298	-1.86064647618773	0.134068744943216	-13.8783015905444	8.57518398529853e-44	4.77831381167893e-42	RpL12	2R
FBgn0013759	920.970328159993	1.04860924735595	0.0756326585825294	13.8645033376913	1.03943065965357e-43	5.75484782527429e-42	CASK	3R
FBgn0014026	9598.50824158177	-1.41896851466496	0.102357477772798	-13.8628710431359	1.06334466639252e-43	5.84975024435172e-42	RpL7A	X
FBgn0010300	5576.93249916385	1.23889636678068	0.0893718931254078	13.8622594135076	1.07244567195751e-43	5.86247675233989e-42	brat	2L
FBgn0031459	195.437084201504	-1.81048181451546	0.131101317771925	-13.8097911240307	2.22475729189476e-43	1.2085049515783e-41	CG2862	2L
FBgn0023407	2548.59789344752	0.909776355275056	0.0658907495043126	13.8073456762775	2.30156941755172e-43	1.24241594121214e-41	B4	2L
FBgn0031016	237.384539807001	1.81693143844172	0.131728693135715	13.7929815835174	2.80905544335506e-43	1.50694483628929e-41	kek5	X
FBgn0014869	383.612135251784	-1.48151728735866	0.107721272092106	-13.7532472332104	4.86939314085331e-43	2.59610793565124e-41	Pglym78	3R
FBgn0025352	411.344127212785	-1.37190174262046	0.0998758958610688	-13.7360644507142	6.17419182029915e-43	3.27156409521004e-41	Thiolase	2R
FBgn0086665	249.428385028796	-4.20225959744556	0.306088263389265	-13.7289144997415	6.81468538975919e-43	3.58892912874086e-41	snoRNA:Psi18S-1377a	3R
FBgn0083008	408.124165704822	-4.69316099319318	0.34202670068365	-13.7216216857116	7.53607562701609e-43	3.94479304185079e-41	snoRNA:Psi28S-1135e	X
FBgn0263220	635.596984720945	1.23824116941887	0.090325971025642	13.7085840911398	9.0200896802133e-43	4.69316352819291e-41	Hk	X
FBgn0016691	321.474560577096	-1.61701089400742	0.117996431704531	-13.7038965555882	9.62189487348623e-43	4.97630574983836e-41	ATPsynO	3R
FBgn0082997	89.4403360270451	3.11557526047273	0.227785745517221	13.6776568410739	1.38070587167182e-42	7.0983075081128e-41	snoRNA:Psi28S-1232	X
FBgn0040227	1684.39630282323	-1.10828964006733	0.0810322393378436	-13.6771444196007	1.39046821810421e-42	7.10619763299769e-41	eIF3d1	3R
FBgn0024321	613.758844099277	1.49530686553688	0.109532415262774	13.6517291429169	1.97144451123465e-42	9.95752411902556e-41	NK7.1	3R
FBgn0030502	1108.21628812938	1.14302721904172	0.0837255236334299	13.6520760866921	1.96207961329718e-42	9.95752411902556e-41	tth	X
FBgn0065076	171.334618782769	-4.40575358868645	0.322839948473418	-13.6468662243304	2.10748333221266e-42	1.0582752058326e-40	snoRNA:185	2R
FBgn0260441	2316.5043104177	-2.71334898749285	0.198871378956035	-13.6437379865139	2.19988944552764e-42	1.09829162664868e-40	RpS12	3L
FBgn0283494	581.262057163258	-1.2187958211782	0.0897766396874731	-13.5758681258401	5.56800567839701e-42	2.76384281863879e-40	Adk2	2R
FBgn0025726	4459.91825670709	1.08529587682769	0.0799851612805513	13.5687152398302	6.13886239153324e-42	3.02979168432415e-40	unc-13	4
FBgn0003943	912.295896073603	-1.49189484877033	0.110028410593138	-13.5591784042673	6.99147979502607e-42	3.43098926077501e-40	Ubi-p63E	3L
FBgn0022768	755.50224308115	1.08427064660934	0.0801438678057305	13.5290531427511	1.05372108652084e-41	5.14180170863306e-40	Pp2C1	X
FBgn0015399	1033.90082338164	1.2206964625893	0.09038090339844	13.5061325643972	1.43883876914413e-41	6.94259801625579e-40	kek1	2L
FBgn0029976	1768.11599040993	1.15223625477247	0.0853106220028742	13.5063633076506	1.43433740018265e-41	6.94259801625579e-40	snz	X
FBgn0285950	4929.16275172463	-1.17340960355064	0.0869732633855232	-13.4916129149864	1.75224776825389e-41	8.40786887467157e-40	RpL19	2R
FBgn0010877	1033.88630495744	1.05098328106793	0.0781594673506281	13.4466535749681	3.22123516216569e-41	1.53711646937155e-39	l(3)05822	3R
FBgn0039265	807.435242587409	-1.33081022665946	0.0996506563142047	-13.3547562643575	1.11121261760439e-40	5.27337548255446e-39	CG11790	3R
FBgn0037336	1495.15637407802	0.923856991406672	0.0693688009688933	13.3180475733025	1.8179984247615e-40	8.58035649981696e-39	CG2519	3R
FBgn0041210	1793.43231602511	1.06356702710885	0.0798719109706399	13.3159081106725	1.87083751525274e-40	8.78175196697714e-39	HDAC4	X
FBgn0265822	337.382855940983	1.76124545372429	0.132518991038119	13.2905136081036	2.62768317435922e-40	1.2267729501049e-38	CR44611	2L
FBgn0030505	1489.52472731215	1.12686395392465	0.0848328003737351	13.2833520638266	2.89154379604644e-40	1.34270235303511e-38	NFAT	X
FBgn0261545	825.724592275692	1.41820179684356	0.10680972913297	13.2778334741211	3.1127035015738e-40	1.4376695263686e-38	CG42663	2R
FBgn0053303	1241.64178480391	-1.11248478589198	0.0838026651155458	-13.2750525816584	3.23044258397554e-40	1.48411343605302e-38	CG33303	2L
FBgn0265104	265.46431614296	1.67634103902584	0.126353213978158	13.2671024839592	3.59203161115786e-40	1.64150142992436e-38	CR44206	2R
FBgn0243512	1577.998137423	1.06267387295494	0.0801433660821051	13.2596610911782	3.96684404536976e-40	1.80324379051888e-38	puc	3R
FBgn0264078	779.382598605826	1.21102977683746	0.0914240975614909	13.2462863636465	4.7408846340056e-40	2.14382306722023e-38	Flo2	X
FBgn0029771	518.700600937642	1.3140976722155	0.0994977324350561	13.2073127704014	7.9616276685567e-40	3.5814884465273e-38	CG12730	X
FBgn0035601	1226.10526168449	0.996176711651222	0.0754331341621492	13.2060893759215	8.09204974324177e-40	3.62129707939788e-38	Uev1A	3L
