	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_symbol	chr
FBgn0013672	6198.59100175643	1.66182478008405	0.0976514972761084	17.0179139740711	6.04874921675867e-65	9.49873581548084e-63	mt:ATPase6	mitochondrion_genome
FBgn0003517	5908.72800231019	-1.87639083538352	0.110817112669086	-16.9323202002805	2.59929086125253e-64	4.00894199439966e-62	sta	X
FBgn0025352	411.344127212785	-1.57687212105974	0.0932682540679817	-16.9068472098811	4.00573165633176e-64	6.06973759925218e-62	Thiolase	2R
FBgn0026372	5747.31224789275	-1.73404231718444	0.103108009982545	-16.8177265517781	1.80971240392125e-63	2.69491138494273e-61	RpL23A	3L
FBgn0039920	1562.4459252618	1.36495558831821	0.0817996014123666	16.6865799435529	1.64106395113346e-62	2.40235073659995e-60	CG11360	4
FBgn0005533	2019.64506856055	-1.93161161253844	0.116029086788146	-16.6476498782181	3.1472085179712e-62	4.53040666161955e-60	RpS17	3L
FBgn0020235	1826.60643687425	-1.31840569375477	0.0792981648954329	-16.6259294334654	4.52297808452002e-62	6.40409208459007e-60	ATPsyngamma	3R
FBgn0034277	2216.97940835642	-1.11744740472619	0.0673516604949056	-16.5912376400982	8.06413219000333e-62	1.12338564072675e-59	OstDelta	2R
FBgn0267033	1665.08657973798	1.28533826935669	0.0776884107035131	16.5447877967539	1.74578817345247e-61	2.39339245303317e-59	mamo	X
FBgn0002622	5569.94869928923	-1.98473601954651	0.120332950337066	-16.4937036280342	4.07205672481232e-61	5.49536780190688e-59	RpS3	3R
FBgn0261602	7049.56479338122	-0.908230116967457	0.0551978400731684	-16.4540879817677	7.83937873631415e-61	1.04167252531608e-58	RpL8	3L
FBgn0035422	3779.78358421683	-1.44746946007825	0.0883166305861278	-16.3895457794515	2.27135456338276e-60	2.97237717635407e-58	RpL28	3L
FBgn0051324	1992.32434998708	1.22458488197524	0.074824306502026	16.3661374120732	3.33733878251685e-60	4.23891103891148e-58	CG31324	3R
FBgn0052066	1622.33517596137	1.30787430446864	0.079909461622073	16.3669517716707	3.29299034764623e-60	4.23891103891148e-58	CG32066	3L
FBgn0003256	1123.69587278356	1.35325667804207	0.0827000736400102	16.3634277271958	3.48923141734602e-60	4.36760750023444e-58	rl	2R
FBgn0031453	3178.39595987993	1.42931472576494	0.0876372616360608	16.3094407456566	8.45634162595757e-60	1.04339175176279e-57	Bacc	2L
FBgn0065098	16978.0466163007	-3.35696244284785	0.206018620661273	-16.2944613068118	1.08051493487539e-59	1.3144235904956e-57	RNaseMRP:RNA	3R
FBgn0267978	29768.3988554959	0.955495262476728	0.0586602697643407	16.2886271460274	1.18867669602626e-59	1.42591675327483e-57	ap	2R
FBgn0013750	1395.17175290013	1.14852834724655	0.0705287118367304	16.2845501829853	1.27059965948325e-59	1.50331085739134e-57	Arf51F	2R
FBgn0026250	1845.76093896646	1.33539076817939	0.0822794951095417	16.2299339149023	3.097927701755e-59	3.61578399460242e-57	eIF1A	3R
FBgn0001297	8741.25226450821	0.991994329478751	0.0611259540480227	16.2286927857094	3.16120088971476e-59	3.64043894459551e-57	kay	3R
FBgn0010265	3932.28210860165	-1.17639295560429	0.0727285963455739	-16.1751087565968	7.55642085473238e-59	8.58747459504258e-57	RpS13	2L
FBgn0016694	1797.19711482153	1.47056671926377	0.0910129980133525	16.1577659385313	1.00124962539687e-58	1.12309000188997e-56	Pdp1	3L
FBgn0029785	4701.20281282925	-1.2264158117315	0.076092579589056	-16.1174166831359	1.92489250230446e-58	2.13144827466713e-56	RpL35	X
FBgn0020496	7555.77716767146	0.931592282662097	0.0580970964534488	16.0350919328395	7.26759746142644e-58	7.94559990814433e-56	CtBP	3R
FBgn0261504	69.9115554630791	-5.35032683864137	0.333988062864766	-16.019515166947	9.33754887607802e-58	1.00810512053357e-55	7SLRNA:CR42652	3R
FBgn0035601	1226.10526168449	1.09296663982686	0.0684360230039414	15.9706334741853	2.04696378169084e-57	2.18266989906961e-55	Uev1A	3L
FBgn0030955	4930.03062575061	1.04220935928013	0.0657555358869542	15.8497584305583	1.41122291380711e-56	1.48643076909171e-54	CG6891	X
FBgn0004921	2279.25751296841	1.16762208837807	0.0737215194894075	15.8382802805067	1.69390321684787e-56	1.7626797691464e-54	Ggamma1	2R
FBgn0283535	3952.44817701186	0.949596322282668	0.060377267376871	15.7277128220353	9.76760829576758e-56	1.00431943869696e-53	Vha26	3R
FBgn0015789	1451.35973268169	1.25327169704276	0.0799390652900919	15.6778377692402	2.14430229747063e-55	2.17886340508869e-53	Rab10	X
FBgn0261822	4606.64207202886	1.32169935044187	0.0844115609944825	15.657800126789	2.93888152508097e-55	2.95152555024702e-53	Bsg	2L
FBgn0064225	17411.6097589865	-1.55865072217431	0.0995550136069943	-15.6561750704718	3.01492671484318e-55	2.9930944869081e-53	RpL5	2L
FBgn0002579	2519.21567855803	-1.14355232561332	0.0733160548055181	-15.5975703909159	7.56175678321052e-55	7.42169242461242e-53	RpL36	X
FBgn0000100	4110.5596184738	-1.63406396721608	0.104829399945301	-15.5878405110467	8.80603836751071e-55	8.5458149865382e-53	RpLP0	3L
FBgn0033010	1112.87289638325	1.19509049158884	0.0766865803337358	15.5840889812516	9.33851860968067e-55	8.96186502575688e-53	Atf6	2R
FBgn0065076	171.334618782769	-4.3691690058823	0.280448790205484	-15.5792043270396	1.00801641317166e-54	9.56729424237763e-53	snoRNA:185	2R
FBgn0032398	388.950207276922	-1.47751131004147	0.0948529254462727	-15.5768660069254	1.04556747544004e-54	9.81583291888653e-53	CG6766	2L
FBgn0031888	7695.87508686213	1.0089184027481	0.0648581775998237	15.555762435589	1.45413228378295e-54	1.35046672419714e-52	Pvf2	2L
FBgn0264270	1198.905725781	1.27436382964764	0.0819377647829514	15.5528263801601	1.52236471167604e-54	1.39879404412191e-52	Sxl	X
FBgn0019936	2801.57343486973	-1.91878659178543	0.123566952204363	-15.5283152781175	2.23166023632403e-54	2.02893152222428e-52	RpS20	3R
FBgn0262743	3909.77599503779	0.8555442415372	0.0552670869036499	15.4801761675754	4.72178070796913e-54	4.24812708070097e-52	Fs(2)Ket	2L
FBgn0003525	3669.76093264187	0.846779599029208	0.054708703361167	15.4779687143941	4.88660001103852e-54	4.35108910261234e-52	stg	3R
FBgn0016126	1111.22987742145	1.05287764713565	0.0680619427179743	15.4694033859483	5.58220010208914e-54	4.91974104915754e-52	CaMKI	4
FBgn0016691	321.474560577096	-1.52585595264497	0.098813680387147	-15.4417480116796	8.57445455302097e-54	7.48056201762041e-52	ATPsynO	3R
FBgn0004638	1118.9246664484	1.16736427267273	0.0758835173380561	15.3836342017753	2.10777294631621e-53	1.82048349373331e-51	drk	2R
FBgn0284256	1311.70951742228	-1.056027441001	0.0687318956543318	-15.3644451523933	2.83454922970969e-53	2.42396056405966e-51	bsf	2L
FBgn0036518	4550.33104074393	0.911402647055598	0.0593286343672159	15.3619353753274	2.94645605959491e-53	2.49495499869816e-51	RhoGAP71E	3L
FBgn0011837	2021.20460449054	1.30326452868388	0.0849852422709739	15.3351863671629	4.44993803595673e-53	3.73146745791828e-51	Tis11	X
FBgn0265297	49994.6195302873	0.907929500560096	0.0595232586449444	15.253356775641	1.56382482374729e-52	1.29872644256782e-50	pAbp	2R
FBgn0266599	17334.6519819116	-1.10532065196069	0.0725656748732732	-15.2320040279511	2.16841564844206e-52	1.78367675767563e-50	Hsc70-4	3R
FBgn0003205	1300.79341049678	1.20438644269951	0.0793620944855211	15.1758399334992	5.11191485550834e-52	4.1652460950024e-50	Ras85D	3R
FBgn0265784	1162.35788114784	1.1402588283764	0.0751797062595354	15.1671093850779	5.83923572029659e-52	4.71340924450483e-50	CrebB	X
FBgn0003943	912.295896073603	-1.47649444013609	0.0976446869103395	-15.1210934957665	1.17573880580047e-51	9.40264450527652e-50	Ubi-p63E	3L
FBgn0037351	4924.16486464768	-1.2373925237439	0.0819118004286515	-15.1064012421717	1.46949016054329e-51	1.16440243271674e-49	RpL13A	3R
FBgn0039958	877.40310823823	1.26376958507312	0.0837186565795099	15.0954355541155	1.73538171609321e-51	1.36259017108155e-49	CG12567	2L
FBgn0038826	2470.00549493092	1.36803198909509	0.0907156789434849	15.0804359844715	2.17825813526712e-51	1.69492031660379e-49	Syp	3R
FBgn0040227	1684.39630282323	-1.07653512324779	0.0718225080496074	-14.9888266572956	8.68744150394752e-51	6.69941359549953e-49	eIF3d1	3R
FBgn0025725	2188.23321293286	-1.21038877693864	0.0810067468905751	-14.9418267415879	1.76081298936145e-50	1.34585325567388e-48	alphaCOP	3L
FBgn0031980	954.228371361428	-1.36310543173852	0.0912568997781037	-14.9370122703378	1.89273046111405e-50	1.43399236777562e-48	RpL36A	2L
FBgn0261703	1712.08051040174	1.02439511925749	0.0686869940929211	14.9139605362795	2.67409153168141e-50	2.00835900514194e-48	gce	X
FBgn0039924	605.526278018595	1.25362230368855	0.0840942958016992	14.9073405245546	2.95281354960776e-50	2.19857332999674e-48	PIP4K	4
FBgn0034401	1261.28919066282	-1.04416682589727	0.0700770228030059	-14.9002737863527	3.28231755699359e-50	2.42302365297039e-48	MetRS	2R
FBgn0030362	478.936486871718	-1.24167151610654	0.0835453609775752	-14.862243715002	5.79513093495965e-50	4.24174117671581e-48	regucalcin	X
FBgn0031459	195.437084201504	-1.65461767398468	0.111645682039275	-14.820256760155	1.08369427691233e-49	7.86543484848048e-48	CG2862	2L
FBgn0024811	579.898499109156	1.62673897972112	0.110134983638856	14.7704110535429	2.27322293935246e-49	1.63615221059894e-47	Crk	4
FBgn0040056	971.450819733711	1.17738814877853	0.0797444567034033	14.7645140170387	2.48104199840057e-49	1.77097187935419e-47	CG17698	3L
FBgn0263930	1712.32359921726	1.07831324635942	0.0731846067915357	14.7341537193875	3.89040285673069e-49	2.7542138912773e-47	dally	3L
FBgn0039562	8675.26566623729	-0.963949797906629	0.0655270493062063	-14.7107157748263	5.50223267424486e-49	3.86364094369535e-47	Gp93	3R
FBgn0014868	849.585075919606	-1.31098338300915	0.0892529963291926	-14.6883963219995	7.65029825913277e-49	5.32867952130079e-47	Ost48	X
FBgn0014026	9598.50824158177	-1.31869876339305	0.0898072935627038	-14.683648856118	8.20534983292203e-49	5.6695685205558e-47	RpL7A	X
FBgn0052115	925.816180297324	1.24702798532269	0.0852247423281844	14.6322294589125	1.74958689922362e-48	1.19930016258686e-46	CG32115	3L
FBgn0046692	461.226926593349	1.44592186091973	0.0988227543252692	14.6314669206706	1.76930831086412e-48	1.20326896700263e-46	Stlk	2R
FBgn0278608	2643.58071768266	1.37280568357707	0.0938884743726447	14.6216635508251	2.04345588107131e-48	1.37885378475101e-46	Dsp1	X
FBgn0085407	1983.78034001393	1.07962444064246	0.0739079545068098	14.6076893596478	2.50883409481942e-48	1.67975194395003e-46	Pvf3	2L
FBgn0058263	1037.66673380006	1.29486359613779	0.0886584530033251	14.6050777142393	2.60684844432569e-48	1.7319500010493e-46	MFS17	2R
FBgn0034051	1357.66089729599	1.06259682446672	0.0728209749943633	14.591906034614	3.16237284116509e-48	2.08499345260633e-46	Mlf	2R
FBgn0032482	3520.90340663261	1.15706390911348	0.079357440061664	14.5804086953208	3.74269387686555e-48	2.44891265261271e-46	Pect	2L
FBgn0022023	1229.46022383388	-1.01875031994011	0.0699021871808715	-14.5739405450089	4.11456300576421e-48	2.67199102863049e-46	eIF3h	2L
FBgn0010411	5043.43558660384	-1.39371404961432	0.0961960405145412	-14.4882683544927	1.43720509172416e-47	9.26353759494148e-46	RpS18	2R
FBgn0026192	1252.89883833141	1.03623030900785	0.0715808567917626	14.4763607960488	1.70909481134543e-47	1.09344088041411e-45	par-6	X
FBgn0038224	308.753961465223	-1.76995728107884	0.122303984972475	-14.471787501259	1.82662701678411e-47	1.16004246646797e-45	ATPsynE	3R
FBgn0029771	518.700600937642	1.32225496881614	0.0914504749778361	14.4586998496902	2.20931716375351e-47	1.38274437270573e-45	CG12730	X
FBgn0000003	50.3552174184977	-4.38671805434968	0.303394485605996	-14.4587929658237	2.20633059117977e-47	1.38274437270573e-45	7SLRNA:CR32864	3R
FBgn0001234	8291.5276256189	0.977458879170502	0.067623775658767	14.4543671164238	2.35282492375398e-47	1.46196754434987e-45	Hsromega	3R
FBgn0005640	761.051092279787	1.15639679011703	0.0801338562520012	14.4308141926984	3.31148741908885e-47	2.04295120276217e-45	Eip63E	3L
FBgn0000308	3465.54273750822	0.938595238742215	0.0651190053951206	14.4135376922164	4.25352840211766e-47	2.60551239780782e-45	chic	2L
FBgn0058178	764.739299158927	1.22745181529323	0.0853339150906213	14.3841028973032	6.5116974253449e-47	3.96067117342985e-45	CG40178	3L
FBgn0028863	1620.27768129017	1.10154252175727	0.0768000870066825	14.34298533622	1.17873815621377e-46	7.11219344714654e-45	CG4587	2L
FBgn0004395	1135.89644218376	1.2248959012636	0.0854028052915882	14.3425722033541	1.18577730275455e-46	7.11219344714654e-45	unk	3R
FBgn0038834	2370.90446470311	-1.86176574203679	0.129829771674219	-14.3400525012745	1.22962392767179e-46	7.32431852641463e-45	RpS30	3R
FBgn0028490	832.534056465612	-1.15165116689547	0.0804008914494995	-14.3238606703612	1.55253335585225e-46	9.18440451677798e-45	CG31705	2L
FBgn0037207	2033.14660846163	0.826205371084234	0.0577598047565324	14.3041579618704	2.06117481078236e-46	1.21104536331478e-44	Mes2	3L
FBgn0034968	3053.01850636298	-1.6774977682704	0.117284058457202	-14.3028625572548	2.09991034509887e-46	1.22546794936615e-44	RpL12	2R
FBgn0285950	4929.16275172463	-1.09210159297416	0.0763832371329985	-14.2976605072733	2.26289649029972e-46	1.31172060313548e-44	RpL19	2R
FBgn0025741	5994.11649472175	0.993714373088091	0.069607168462695	14.2760349980427	3.08670805454149e-46	1.77732649780499e-44	PlexA	4
FBgn0027588	2005.45871507656	-0.871423607208255	0.061104075870569	-14.2613008181993	3.81280450529734e-46	2.18087367630816e-44	GCS2alpha	X
FBgn0030850	1506.80277456724	1.06801335545282	0.075010097635738	14.2382611023821	5.30302394483294e-46	3.01330380338961e-44	stas	X
FBgn0031738	2475.68852694839	0.90105279284211	0.0634030571905913	14.2115038732836	7.77379545654548e-46	4.38838374890087e-44	CG9171	2L
FBgn0036165	883.002685076792	1.40012978593107	0.0986229563096116	14.1967939141428	9.5900543905068e-46	5.37852595914333e-44	chrb	3L
FBgn0002521	766.026325614842	1.25002355306074	0.0883520891914294	14.1482059394471	1.91582731866534e-45	1.06702050464499e-43	pho	4
FBgn0260799	1404.55489784042	1.05901436468025	0.0748537038486787	14.1477884223486	1.92723397851822e-45	1.06702050464499e-43	p120ctn	2R
FBgn0038100	1059.78275215677	1.25937105035091	0.0890292483745716	14.1455878078671	1.98848143549841e-45	1.09391809926113e-43	Paip2	3R
FBgn0030616	2516.75873722773	-1.58440321027207	0.11207190590067	-14.1373807961857	2.23447267941334e-45	1.2214645906388e-43	RpL37a	X
FBgn0024804	655.048100920603	1.08259675285847	0.0765951807019129	14.1340061207197	2.34420199423216e-45	1.27338821535743e-43	Dbp80	3L
FBgn0029996	798.675350932609	1.48537782151917	0.105148088929456	14.1265317957011	2.60669478724615e-45	1.40712642984031e-43	UbcE2H	X
FBgn0086665	249.428385028796	-3.69737541821661	0.262526440173951	-14.0838211029972	4.7756172236058e-45	2.56192583604244e-43	snoRNA:Psi18S-1377a	3R
FBgn0035753	2040.56070405442	-1.87284993553103	0.133085687534793	-14.0725120050299	5.60427663117369e-45	2.9879097076202e-43	RpL18	3L
FBgn0000163	1333.30492463878	0.868659711823148	0.0617501284759436	14.067334485977	6.02996763753843e-45	3.19514297456561e-43	baz	X
FBgn0029687	2133.98961696972	1.02631733323435	0.0729956243743727	14.0599843076987	6.69010472427551e-45	3.5233191770468e-43	Vap33	X
FBgn0040765	1825.9934057479	1.26178427331759	0.0899554162065452	14.0267737789177	1.06905377722524e-44	5.59601059023905e-43	luna	2R
FBgn0004396	2203.50980898597	1.36022702724999	0.0971184793544437	14.0058517832194	1.43548251288386e-44	7.46883280950475e-43	CrebA	3L
FBgn0040206	1389.27041047707	1.15877601588406	0.0827969204131458	13.9953999508909	1.66291540355496e-44	8.60035948533185e-43	krz	3R
FBgn0036534	3684.85474883107	1.3182492574606	0.0942123452108864	13.9923197380324	1.73653945725186e-44	8.92767338826449e-43	DCP2	3L
FBgn0038810	326.073583826406	-1.30808430695358	0.094150303141361	-13.8935750954468	6.9288697122347e-44	3.54110341447166e-42	Srp72	3R
FBgn0032600	1372.30201677284	1.06411973751403	0.0766282288750389	13.8867849764522	7.61786827622037e-44	3.87032519421855e-42	BuGZ	2L
FBgn0022361	389.724786748731	1.65212142439032	0.119051045686296	13.8774205204691	8.68122512006788e-44	4.38478019660972e-42	Pur-alpha	4
FBgn0036929	705.225372580085	1.16235601386572	0.0837774202368168	13.8743352394959	9.06294153646884e-44	4.55096663084194e-42	CG7668	3L
FBgn0005278	9554.24652302123	0.810884563949751	0.0585967606203545	13.8383855244735	1.49527324637119e-43	7.42222702810803e-42	Sam-S	2L
FBgn0265523	4115.37028874176	0.909144602863296	0.0656963129307789	13.8385940139627	1.49094309805655e-43	7.42222702810803e-42	Smr	X
FBgn0039757	6621.90016341643	-1.19305651809155	0.086254305182407	-13.8318489212628	1.63756648208102e-43	8.08209240327646e-42	RpS7	3R
FBgn0085450	1391.08592080959	0.900902294854523	0.0651358900587541	13.8311197412346	1.65425227834231e-43	8.11805507275142e-42	Snoo	2L
FBgn0032949	4392.95272390625	1.20259583721908	0.087441452659835	13.7531548326103	4.87561753792104e-43	2.37913608333469e-41	Lamp1	2L
FBgn0085753	1018.72208057625	-1.73833950040035	0.126464381196901	-13.7456846263598	5.40592449678179e-43	2.62308819543283e-41	28SrRNA-Psi:CR40596	rDNA
FBgn0039175	265.825762833442	-1.48924569637543	0.108644796546309	-13.7074737467124	9.15916547748706e-43	4.40074765954209e-41	beta-PheRS	3R
FBgn0263987	3671.69762994473	1.02963196814292	0.0751151721356831	13.7073768037575	9.17140880765978e-43	4.40074765954209e-41	spoon	X
FBgn0263102	2534.48995285759	0.959408843429384	0.0700558857414802	13.6949070484925	1.08899622527731e-42	5.19649745730395e-41	psq	2R
FBgn0003942	2983.60201288914	-1.57891211411267	0.11535594549171	-13.6873059067956	1.20909704193422e-42	5.73789623691533e-41	RpS27A	2L
FBgn0003165	3234.25855046563	0.908484671080412	0.0664723523506053	13.6671057808915	1.59618538750135e-42	7.49106174581198e-41	pum	3R
FBgn0013325	3994.43281324519	-2.35330931557268	0.172184426647279	-13.6673760885091	1.59026826012132e-42	7.49106174581198e-41	RpL11	2R
FBgn0267515	3301.0802807773	-1.60090412465084	0.117138821570028	-13.6667255414874	1.60454604952555e-42	7.49106174581198e-41	28SrRNA-Psi:CR45855	X
FBgn0260400	729.564378617784	1.23461238589741	0.090361424999828	13.6630468797915	1.68771538509023e-42	7.83698805431415e-41	elav	X
FBgn0036844	1073.79366492856	0.958532481983298	0.070273457298296	13.6400359230161	2.31446549342766e-42	1.06898601426389e-40	Mkp3	3L
FBgn0086443	2143.78496611178	-1.11419205129938	0.0817071602554745	-13.6364065011638	2.43255212754029e-42	1.11755067689178e-40	AsnRS	2L
FBgn0250823	1706.53140125331	1.03508316761867	0.0760029184399267	13.6189923869412	3.08798792330164e-42	1.41116146526753e-40	gish	3R
FBgn0263396	10130.3084003952	1.14895985174403	0.0846007576766436	13.5809640870537	5.19382555739083e-42	2.36100375469393e-40	sqd	3R
FBgn0015776	3356.27937493422	0.869554189563154	0.0640415870854215	13.577961276995	5.4111728773812e-42	2.44692670900217e-40	nrv1	2L
FBgn0028695	1090.95423740955	-0.952045245938592	0.0701287410014081	-13.575678564078	5.58243022649958e-42	2.51122134720192e-40	Rpn1	3L
